FSNM2_pressure,Baltimore MD_pressure,Gaithersburg_pressure,SHIP_pressure,FSKM2_pressure,BLTM2_pressure,TCBM2_pressure,Baltimore-Martin MD_pressure,Carroll County_dewpoint,Baltimore-Martin MD_dewpoint,Gaithersburg_dewpoint,Baltimore MD_dewpoint,SHIP_dewpoint,Gaithersburg_dps,Baltimore MD_dps,Carroll County_dps,Baltimore-Martin MD_dps,SHIP_dps,Gaithersburg_wbt,Baltimore-Martin MD_wbt,Baltimore MD_wbt,SHIP_wbt,Carroll County_temp,FSKM2_temp,Gaithersburg_temp,TCBM2_temp,Baltimore-Martin MD_temp,Baltimore MD_temp,FSNM2_temp,BLTM2_temp,time,precipitation
1018.4,1018.5,1020.4,1018.9,1018.8,1018.2,1018.8,1018.46,53.6,57.2,54.0,55.0,55.6,2.9,4.0,0.0,1.8,5.0,53.66,55.4,55.66,55.78,55.4,56.620000000000005,55.9,58.5,55.4,57.9,56.5,56.7,2022-10-31/14:00,"[0, 0, 1, 0]"
1008.8,1008.4,1010.6,1006.7,1008.5,1008.1,1008.8,1008.4,57.2,60.8,55.9,57.0,59.0,8.1,9.0,5.4,11.0,8.3,59.44,59.96,59.96,59.98,62.6,65.72,64.0,62.1,66.9,66.0,65.1,65.1,2022-10-26/22:00,"[1, 0, 0, 0]"
1008.9,1009.6,1011.4,1008.2,1009.5,1009.2,1009.9,1010.0,59.0,60.8,57.9,57.9,60.3,3.1,6.1,1.8,8.1,6.3,58.94,60.260000000000005,60.44,60.58,60.8,63.34,61.0,61.2,64.0,64.0,62.1,62.6,2022-10-26/17:00,"[1, 0, 1, 0]"
1010.0,1010.2,1012.3,1009.0,1010.3,1009.8,1010.8,1011.0,57.2,60.8,57.0,57.9,59.9,3.1,5.0,5.4,7.0,4.1,59.120000000000005,60.7,60.84,60.42,62.6,63.2,60.1,59.5,64.0,63.0,61.0,61.9,2022-10-26/16:00,"[0, 0, 0, 0]"
1021.4,1021.9,1024.2,1022.5,1021.9,1021.5,1021.7,1022.3,55.4,55.4,54.0,55.0,54.9,0.0,2.0,0.0,4.0,1.6,54.04,56.75999999999999,56.56,56.96,55.4,56.3,54.0,55.9,57.9,57.0,55.66,56.7,2022-10-24/03:00,"[0, 1, 1, 1]"
1021.6,1022.0,1024.1,1022.5,1022.0,1021.6,1021.9,1022.2,55.4,55.4,54.0,54.0,54.3,0.0,3.1,1.8,4.0,1.1,53.540000000000006,56.260000000000005,55.760000000000005,56.02,57.2,56.88,54.0,55.96,57.9,57.0,55.8,57.1,2022-10-24/02:00,"[1, 0, 1, 1]"
1021.9,1022.4,1024.7,1023.1,1022.4,1022.1,1022.5,1021.7,53.6,55.4,54.0,55.0,55.2,1.1,4.0,3.6,1.8,2.9,53.720000000000006,57.120000000000005,56.9,56.68000000000001,57.2,57.66,55.0,56.7,57.2,59.0,58.04,58.1,2022-10-24/00:00,"[1, 0, 1, 0]"
1021.9,1022.3,1024.4,1022.8,1022.5,1021.9,1022.3,1022.7,50.0,55.4,51.1,55.0,56.3,9.0,5.0,10.8,7.0,5.0,54.32000000000001,57.06,56.46,57.3,60.8,60.67999999999999,60.1,57.4,61.0,60.1,58.1,59.7,2022-10-23/22:00,"[0, 1, 1, 1]"
1022.1,1022.4,1024.5,1023.0,1022.4,1022.1,1022.6,1022.9,50.0,53.6,52.0,50.0,55.6,13.0,16.0,12.6,17.1,14.4,56.3,57.46,57.46,59.24000000000001,62.6,63.260000000000005,64.9,60.1,66.0,66.0,59.7,64.4,2022-10-23/20:00,"[0, 0, 0, 0]"
1026.2,1026.6,1028.7,1027.2,1026.7,1026.2,1027.1,1026.7,44.6,48.2,43.0,41.0,60.4,29.0,32.0,27.0,28.1,22.9,55.8,58.8,55.4,68.2,71.6,65.6,72.0,64.6,75.0,73.0,66.9,67.3,2022-10-11/18:00,"[0, 0, 0, 1]"
1015.3,1015.4,1017.9,1017.3,1015.6,1015.0,1015.9,1015.5,46.4,46.9,51.1,48.0,60.74,23.9,31.0,28.8,33.1,27.42,60.4,60.4,60.8,68.2,75.2,75.28,75.0,71.2,80.1,79.0,72.5,77.5,2022-10-07/18:00,"[0, 0, 0, 1]"
1014.0,1014.6,1017.4,1014.7,1014.3,1013.9,1014.5,1015.4,48.2,50.0,46.9,50.0,49.98,3.1,3.1,3.6,5.0,2.8600000000000003,48.2,51.1,51.3,51.71999999999999,51.8,51.38,50.0,52.5,54.0,53.1,53.4,53.8,2022-10-04/18:00,"[0, 0, 0, 0]"
1016.4,1017.1,1019.7,1017.7,1017.2,1016.6,1017.0,1017.1,44.6,46.4,44.1,44.1,43.9,2.9,4.0,3.6,5.0,0.0,45.18,47.16,46.42,46.14,48.2,48.46,46.9,47.8,48.0,48.0,46.8,47.7,2022-10-04/12:00,"[1, 1, 0, 1]"
1016.7,1017.4,1020.2,1018.0,1017.5,1017.3,1017.6,1017.6,46.4,44.6,44.1,43.0,43.7,2.9,4.0,1.8,5.0,0.0,44.9,46.62,46.24,45.84,48.2,48.32000000000001,46.0,48.2,48.9,48.9,46.4,48.6,2022-10-04/10:00,"[1, 1, 0, 1]"
1017.0,1018.0,1020.4,1018.4,1017.8,1017.6,1017.9,1018.5,46.4,44.6,44.1,44.1,43.9,2.0,5.9,1.8,5.9,0.7,44.9,46.62,46.24,45.84,48.2,48.46,46.0,48.0,50.0,48.0,47.1,48.9,2022-10-04/09:00,"[1, 0, 0, 1]"
1018.1,1019.1,1021.5,1019.4,1018.9,1018.7,1018.8,1019.2,46.4,44.6,46.0,44.1,43.9,0.0,4.0,1.8,5.9,1.3,45.56,47.32,46.98,46.04,48.2,48.7,46.0,48.7,48.9,48.0,47.3,48.7,2022-10-04/07:00,"[1, 1, 1, 1]"
1020.7,1021.7,1023.7,1022.2,1021.6,1021.3,1021.2,1021.9,46.4,44.6,46.0,45.0,44.2,0.0,3.1,1.8,7.0,1.1,45.08,46.52,46.68,45.24,48.2,48.620000000000005,46.0,50.0,50.0,48.9,48.2,49.3,2022-10-04/03:00,"[1, 1, 1, 1]"
1021.8,1022.3,1024.4,1023.0,1022.3,1022.0,1022.3,1022.4,46.4,46.4,45.0,44.1,44.8,1.1,5.9,1.8,7.0,1.4,45.86,47.6,47.7,46.12,48.2,47.9,46.0,48.9,51.1,50.0,49.1,50.0,2022-10-04/01:00,"[1, 1, 1, 1]"
1021.9,1022.2,1024.6,1022.9,1022.4,1022.0,1022.4,1022.4,46.4,44.6,44.1,43.0,44.1,2.0,5.9,1.8,8.1,2.9,46.36,47.67999999999999,47.42,45.7,48.2,48.82000000000001,46.0,50.4,51.1,48.9,48.9,50.4,2022-10-04/00:00,"[1, 1, 1, 0]"
1021.6,1022.1,1024.6,1022.6,1022.0,1022.0,1022.4,1022.5,44.6,44.6,45.0,42.1,43.9,2.0,7.9,3.6,11.0,4.5,43.96,47.58,46.38,46.96,48.2,49.44,46.9,51.1,52.0,50.0,49.6,50.7,2022-10-03/23:00,"[1, 1, 1, 0]"
1021.4,1021.6,1024.5,1022.0,1021.5,1021.1,1021.9,1021.5,42.8,42.8,46.0,44.1,43.3,2.0,5.9,9.0,12.1,6.5,45.7,49.02,47.38,50.8,51.8,54.78,48.0,52.2,53.1,50.0,52.0,53.1,2022-10-03/21:00,"[0, 1, 1, 1]"
1021.1,1022.2,1024.8,1022.5,1021.9,1021.8,1021.9,1022.4,42.8,44.6,45.0,44.1,44.1,3.1,5.9,9.0,9.9,4.5,45.08,48.3,47.02,49.17999999999999,51.8,54.2,48.0,52.0,52.0,50.0,51.1,51.4,2022-10-03/20:00,"[0, 1, 1, 1]"
1022.0,1022.8,1025.4,1023.1,1022.9,1022.7,1022.8,1023.6,37.4,42.8,44.1,42.1,45.0,7.9,13.0,16.2,14.0,9.4,46.24,47.120000000000005,47.54,49.22,53.6,55.0,52.0,50.7,55.0,55.0,51.6,53.2,2022-10-03/17:00,"[0, 0, 1, 0]"
1022.6,1023.0,1025.5,1023.6,1023.1,1022.9,1023.0,1023.7,42.8,42.8,44.1,42.1,45.5,5.9,11.0,10.8,13.0,7.9,47.08,47.46,47.71999999999999,47.84,53.6,55.46,50.0,51.3,54.0,53.1,52.0,53.1,2022-10-03/16:00,"[0, 0, 0, 0]"
1022.3,1022.8,1025.5,1023.2,1022.7,1022.5,1022.4,1023.7,42.8,44.6,41.0,43.0,44.6,7.9,7.0,5.4,8.1,6.3,45.58,47.3,46.18,47.34,48.2,48.14,48.9,51.3,51.1,50.0,50.0,50.7,2022-10-03/14:00,"[0, 0, 1, 0]"
1020.8,1020.9,1023.3,1021.5,1021.2,1020.8,1020.8,1021.2,39.2,43.0,42.1,43.0,45.1,4.9,5.0,7.2,5.9,0.5,43.32000000000001,45.58,44.5,45.52,46.4,47.720000000000006,46.9,50.0,48.9,48.0,47.7,49.1,2022-10-03/09:00,"[0, 1, 0, 1]"
1020.4,1021.0,1023.3,1021.3,1021.0,1020.7,1020.8,1021.4,53.6,48.9,48.9,50.0,50.5,2.2,3.1,0.0,5.0,0.5,50.44,51.88,52.2,51.2,53.6,55.080000000000005,51.1,52.0,54.0,53.1,52.7,53.6,2022-10-03/03:00,"[0, 1, 0, 1]"
1020.1,1020.4,1022.8,1020.7,1020.5,1020.2,1020.4,1020.4,51.8,50.0,50.0,48.9,49.8,2.0,5.0,1.8,5.0,1.3,50.98,52.42,52.78000000000001,53.1,53.6,55.080000000000005,52.0,52.5,54.0,54.0,52.3,54.0,2022-10-03/01:00,"[0, 1, 0, 1]"
1017.0,1017.0,1019.3,1017.1,1017.1,1016.9,1016.9,1017.3,53.6,54.0,54.0,55.0,54.3,1.1,2.0,1.8,4.0,0.7,54.02,54.8,54.82000000000001,53.9,55.4,56.42,55.0,55.8,57.9,57.0,55.2,57.2,2022-10-02/20:00,"[0, 1, 1, 1]"
1016.3,1016.4,1018.8,1016.5,1016.4,1016.2,1016.1,1016.7,53.6,55.4,54.0,54.0,54.7,0.0,3.1,1.8,4.9,1.3,54.02,54.8,54.82000000000001,53.620000000000005,55.4,56.42,54.0,56.7,57.9,57.0,55.2,57.2,2022-10-02/19:00,"[1, 1, 1, 1]"
1015.7,1016.4,1018.7,1016.4,1016.3,1016.1,1016.1,1016.6,53.6,55.4,54.0,54.0,54.9,1.1,3.1,1.8,4.9,2.0,54.3,55.0,55.0,55.6,55.4,56.42,55.0,56.8,57.9,57.0,55.8,57.4,2022-10-02/18:00,"[0, 1, 1, 0]"
1015.7,1015.7,1017.9,1015.8,1015.8,1015.6,1015.6,1016.4,53.6,53.6,54.0,53.1,53.1,1.1,4.0,1.8,6.8,3.4,53.7,54.54,54.67999999999999,53.58,55.4,56.14,55.0,56.5,57.9,57.0,56.1,57.0,2022-10-02/15:00,"[1, 0, 1, 0]"
1011.4,1011.8,1013.6,1012.7,1011.8,1011.5,1012.0,1012.2,59.0,60.8,57.9,59.0,59.4,0.0,2.0,1.8,3.1,0.0,58.540000000000006,60.46,60.68000000000001,60.06,60.8,62.6,57.9,61.3,61.0,61.0,60.3,61.0,2022-10-02/02:00,"[0, 0, 0, 0]"
1011.4,1011.7,1013.4,1012.6,1011.8,1011.6,1012.0,1012.2,59.0,57.9,57.9,59.0,59.4,0.0,2.0,1.8,3.1,0.0,58.46,60.32000000000001,60.46,59.88,60.8,62.6,57.9,61.0,61.0,61.0,60.1,60.6,2022-10-02/01:00,"[0, 0, 0, 0]"
1011.5,1011.4,1013.3,1012.5,1011.8,1011.5,1011.6,1012.0,59.0,59.0,57.9,60.1,59.5,1.1,0.9,1.8,3.1,0.0,58.540000000000006,60.46,60.68000000000001,60.06,60.8,62.6,59.0,61.2,61.0,61.0,59.7,60.8,2022-10-02/00:00,"[0, 0, 0, 0]"
1011.3,1011.2,1012.6,1012.1,1011.4,1011.0,1011.5,1011.7,59.0,59.0,59.0,60.1,60.1,0.0,0.9,0.0,4.1,0.0,58.54,60.94,60.96,60.06,59.0,62.6,59.0,61.7,62.1,61.0,59.9,61.0,2022-10-01/23:00,"[0, 0, 0, 0]"
1011.5,1011.6,1013.5,1011.7,1011.8,1011.4,1011.4,1012.3,57.2,57.2,57.0,57.0,57.2,0.0,3.1,0.0,5.0,3.1,57.0,57.7,58.3,58.5,57.2,62.02,57.0,62.4,61.0,60.1,59.9,60.4,2022-10-01/18:00,"[0, 0, 1, 0]"
1012.7,1012.5,1014.3,1013.4,1012.9,1012.6,1012.8,1013.5,55.4,55.4,55.0,55.9,54.9,0.9,2.0,0.0,4.0,2.7,54.88,58.120000000000005,58.34,57.220000000000006,55.4,58.78,55.9,57.9,59.0,57.9,57.6,58.3,2022-10-01/15:00,"[0, 0, 0, 0]"
1012.8,1012.6,1014.3,1013.2,1013.0,1012.6,1012.5,1013.6,53.6,55.4,53.1,54.0,53.6,0.9,3.1,0.0,4.0,3.1,51.4,55.36,55.24,54.7,53.6,58.42,54.0,56.3,57.9,57.0,56.3,57.6,2022-10-01/11:00,"[0, 1, 1, 0]"
1012.0,1012.6,1014.4,1013.0,1012.6,1012.4,1012.8,1013.3,53.6,55.4,52.0,54.0,54.0,1.1,3.1,0.0,3.1,1.8,51.56,52.760000000000005,53.34000000000001,52.52,53.6,57.92,53.1,56.3,57.0,57.0,55.0,57.2,2022-10-01/09:00,"[1, 1, 1, 1]"
1013.1,1013.5,1015.9,1014.2,1013.7,1013.5,1013.0,1014.5,51.8,53.6,52.0,54.0,53.6,0.0,2.0,1.8,4.0,2.2,50.84,54.02,54.38,53.7,53.6,58.96,52.0,56.8,57.0,55.9,55.6,57.2,2022-10-01/07:00,"[1, 1, 1, 1]"
1014.5,1014.3,1016.6,1014.7,1014.3,1014.3,1014.5,1015.5,51.8,53.6,52.0,53.1,53.6,0.0,2.9,1.8,4.0,1.3,52.0,53.68000000000001,54.1,53.28,53.6,56.48,52.0,56.8,57.0,55.9,55.8,56.5,2022-10-01/06:00,"[1, 1, 1, 1]"
1014.6,1014.3,1017.7,1015.3,1014.9,1014.9,1013.0,1015.6,51.8,53.6,52.0,53.1,53.1,0.0,2.9,1.8,5.0,1.8,52.0,53.68000000000001,54.1,53.28,53.6,57.620000000000005,52.0,56.5,57.0,55.9,55.2,56.3,2022-10-01/05:00,"[1, 0, 1, 1]"
1015.6,1015.7,1019.1,1015.8,1015.8,1015.1,1015.4,1015.3,50.0,53.6,51.1,53.1,51.8,0.9,2.9,3.6,5.9,3.1,52.36,53.16,53.94,53.18000000000001,53.6,57.620000000000005,52.0,56.7,57.0,55.9,55.2,56.5,2022-10-01/04:00,"[1, 1, 1, 1]"
1015.5,1016.4,1018.9,1017.2,1016.6,1016.5,1017.3,1017.5,50.0,51.8,51.1,52.0,51.3,2.0,5.0,3.6,9.0,4.9,52.17999999999999,53.02,53.88000000000001,53.5,53.6,58.61999999999999,53.1,56.7,59.0,57.0,55.4,57.9,2022-10-01/03:00,"[1, 1, 1, 1]"
1017.5,1017.5,1020.2,1017.8,1017.4,1017.1,1017.6,1018.0,50.0,51.8,51.1,51.1,50.4,2.9,6.8,5.4,9.0,7.6,53.42,53.9,54.42,54.44,55.4,58.58,54.0,56.7,59.0,57.9,57.6,59.0,2022-10-01/02:00,"[1, 1, 1, 0]"
1018.1,1017.8,1019.8,1018.1,1017.8,1017.6,1017.8,1018.7,50.0,51.8,51.1,51.1,50.0,2.9,6.8,5.4,9.0,7.2,53.040000000000006,53.61999999999999,54.14,54.16,55.4,58.8,54.0,56.7,59.0,57.9,57.7,58.5,2022-10-01/01:00,"[0, 0, 1, 0]"
1018.1,1017.9,1019.8,1018.6,1018.3,1017.9,1018.8,1018.6,51.8,51.8,51.1,51.1,50.0,2.9,6.8,3.6,10.1,7.9,53.5,53.9,54.46,54.44,55.4,59.34,54.0,57.4,60.1,57.9,57.7,58.8,2022-10-01/00:00,"[0, 1, 0, 1]"
1017.8,1018.6,1020.3,1019.0,1018.3,1018.1,1018.6,1019.0,51.8,51.8,52.0,51.1,50.4,2.0,7.9,5.4,10.1,8.1,53.760000000000005,53.94,54.42,54.75999999999999,57.2,58.8,54.0,57.6,60.1,59.0,57.9,58.8,2022-09-30/23:00,"[0, 0, 1, 0]"
1019.1,1019.8,1021.4,1020.4,1020.0,1019.7,1020.3,1020.6,50.0,50.0,54.0,51.1,49.8,2.0,9.0,9.0,11.0,10.1,54.220000000000006,54.42,54.84,55.220000000000006,59.0,60.24,55.9,59.4,61.0,60.1,59.4,61.0,2022-09-30/22:00,"[0, 0, 1, 0]"
1020.2,1020.5,1022.5,1021.1,1020.5,1020.3,1020.8,1021.0,50.0,50.0,52.0,52.0,52.0,5.0,10.1,9.0,14.0,10.8,53.94,54.620000000000005,54.98,56.28,59.0,60.64,57.0,60.3,63.0,62.1,60.4,61.5,2022-09-30/21:00,"[0, 0, 0, 0]"
1012.2,1012.7,1015.7,1012.7,1012.5,1012.3,1012.7,1013.0,42.8,41.0,43.0,41.0,52.2,22.0,32.0,23.4,32.0,25.6,55.28000000000001,54.0,55.4,62.1,66.2,68.34,64.9,68.0,71.1,73.0,66.9,70.0,2022-09-27/18:00,"[0, 0, 1, 0]"
1002.9,1003.0,1005.0,1003.5,1003.0,1002.6,1003.2,1003.3,62.6,64.4,63.0,62.1,63.9,9.0,7.9,7.2,9.0,9.0,64.53999999999999,66.47999999999999,66.42,68.22,69.8,70.9,72.0,67.1,72.0,70.0,69.6,70.9,2022-09-25/22:00,"[0, 0, 0, 0]"
1003.3,1003.1,1005.1,1004.3,1003.0,1002.6,1004.5,1003.9,62.6,64.4,63.0,63.0,64.2,8.1,8.1,9.0,9.0,5.9,65.25999999999999,67.13999999999999,66.94,68.22,71.6,71.28,71.1,67.8,71.1,71.1,69.8,70.0,2022-09-25/21:00,"[0, 0, 0, 0]"
1004.3,1004.6,1006.3,1005.1,1004.6,1004.2,1005.1,1004.9,62.6,64.4,62.1,62.1,64.8,7.9,9.9,5.4,9.9,9.5,64.28,66.53999999999999,66.38,68.9,68.0,70.43999999999998,70.0,67.8,72.0,72.0,68.5,71.4,2022-09-25/20:00,"[0, 1, 0, 1]"
1005.1,1004.6,1007.1,1005.5,1004.8,1004.4,1004.9,1005.0,60.8,60.8,60.1,57.9,68.9,15.8,19.1,1.8,21.1,19.3,65.5,64.6,64.8,74.7,62.6,72.78,75.9,73.2,78.1,77.0,71.2,75.0,2022-09-25/18:00,"[1, 0, 1, 0]"
1004.4,1004.5,1007.4,1004.7,1004.1,1004.0,1004.6,1005.0,57.2,60.1,59.0,61.0,62.1,11.0,10.1,16.2,13.0,10.3,62.8,64.8,64.4,65.5,73.4,71.96,70.0,72.1,73.0,71.1,72.5,72.3,2022-09-22/18:00,"[0, 0, 0, 0]"
1004.5,1004.7,1007.6,1004.7,1004.4,1004.2,1004.5,1004.9,60.8,68.0,64.9,69.1,66.9,3.1,4.0,9.0,5.9,9.5,65.52000000000001,67.08,67.42,68.8,69.8,71.53999999999999,68.0,72.9,73.9,73.0,72.3,73.8,2022-09-22/17:00,"[0, 1, 1, 1]"
1004.4,1004.4,1007.1,1004.5,1004.0,1004.0,1004.0,1004.7,64.4,69.8,70.0,68.0,69.8,1.1,5.9,7.2,6.8,10.4,69.52000000000001,70.9,70.96,71.17999999999999,71.6,73.72,71.1,77.9,75.9,73.9,70.5,73.9,2022-09-22/16:00,"[0, 1, 1, 1]"
1003.8,1003.7,1006.5,1003.7,1003.4,1003.3,1004.1,1004.0,69.8,68.0,69.1,66.0,70.3,2.9,14.0,1.8,14.9,11.5,68.8,70.86,70.88,70.92,71.6,74.66,72.0,76.5,81.0,80.1,78.1,79.3,2022-09-22/15:00,"[0, 0, 1, 0]"
1003.9,1004.2,1007.2,1004.3,1004.2,1003.8,1004.5,1004.4,68.0,64.9,66.9,64.9,72.0,6.1,14.0,5.4,16.0,12.1,68.5,70.63999999999999,70.56,70.41999999999999,73.4,74.47999999999999,73.0,76.3,81.0,79.0,79.5,79.9,2022-09-22/14:00,"[1, 0, 0, 0]"
1017.0,1017.2,1019.4,1017.8,1017.4,1016.8,1017.8,1017.3,57.2,64.4,62.1,59.0,59.7,20.0,25.0,27.0,27.0,27.0,69.46000000000001,67.92,67.96000000000001,69.02,84.2,79.52000000000001,82.0,79.3,86.0,84.0,82.2,83.7,2022-09-18/20:00,"[0, 0, 0, 1]"
1017.6,1017.8,1020.1,1018.4,1018.0,1017.4,1018.4,1017.92,60.8,66.2,64.0,57.9,60.3,18.0,26.1,25.2,14.4,26.3,68.9,67.84,67.84,70.44,86.0,77.12,82.0,78.8,80.6,84.0,81.1,82.2,2022-09-18/19:00,"[0, 0, 0, 1]"
1023.1,1023.2,1025.1,1024.6,1023.4,1022.9,1023.8,1023.5,57.2,62.1,59.0,57.0,67.5,21.1,23.9,25.2,20.0,7.7,66.6,68.9,65.7,70.0,82.4,74.17999999999999,80.1,74.7,82.0,81.0,76.3,77.4,2022-09-17/18:00,"[0, 0, 0, 1]"
1009.3,1009.3,1011.2,1010.52,1009.4,1009.0,1009.7,1010.4,68.0,73.4,71.1,73.0,74.67999999999999,11.0,7.0,18.0,13.0,8.1,74.1,75.6,75.0,77.14,86.0,81.17999999999999,82.0,79.0,84.9,80.1,77.7,79.2,2022-09-12/18:00,"[0, 0, 0, 0]"
1014.7,1014.6,1016.6,1016.0,1014.8,1014.3,1015.1,1015.4,73.4,73.9,73.9,73.0,74.7,1.1,5.0,1.8,5.0,0.7,73.47999999999999,74.62,74.46000000000001,73.36000000000001,75.2,77.54,75.0,76.3,79.0,78.1,75.7,76.5,2022-09-11/21:00,"[1, 0, 1, 0]"
1015.1,1015.2,1017.1,1016.6,1015.3,1014.8,1015.7,1016.2,73.4,73.4,73.9,73.0,74.7,4.1,4.0,1.8,4.0,0.0,74.28,75.04,74.3,72.82000000000001,75.2,78.14000000000001,78.1,75.6,77.0,77.0,75.7,75.2,2022-09-11/20:00,"[0, 1, 0, 0]"
1015.8,1016.2,1018.0,1017.6,1016.1,1015.9,1016.7,1017.1,73.4,73.4,73.0,73.0,73.0,2.9,2.9,0.0,2.9,0.0,72.57999999999998,72.46000000000001,71.41999999999999,71.88,73.4,73.96,75.9,73.9,75.9,75.9,74.5,74.5,2022-09-11/19:00,"[0, 1, 0, 1]"
1016.7,1016.9,1018.8,1018.4,1017.0,1016.6,1017.4,1017.6,71.6,72.0,73.0,72.0,72.3,2.0,3.1,1.8,3.1,0.0,73.6,72.7,72.7,72.3,73.4,74.1,75.0,73.4,75.0,75.0,73.6,73.4,2022-09-11/18:00,"[0, 0, 1, 1]"
1017.3,1017.6,1019.7,1019.3,1017.8,1017.5,1018.1,1018.4,71.6,71.6,71.1,71.1,71.1,2.0,2.0,0.0,2.0,0.0,72.46000000000001,72.24000000000001,70.88000000000001,69.88,71.6,74.04,73.0,72.9,73.0,73.0,72.1,72.3,2022-09-11/17:00,"[0, 1, 0, 1]"
1018.1,1018.4,1020.3,1019.9,1018.3,1018.1,1018.8,1019.1,69.8,69.8,70.0,70.0,70.3,1.1,2.0,1.8,2.9,0.0,68.86,70.5,70.0,69.42,71.6,73.23999999999998,71.1,71.8,72.0,72.0,71.6,72.1,2022-09-11/16:00,"[0, 1, 1, 1]"
1017.6,1017.5,1019.5,1017.4,1017.8,1017.2,1017.7,1017.7,59.0,53.6,62.1,53.1,67.8,18.0,29.0,23.4,31.0,25.7,66.96,64.94000000000001,64.16,71.9,82.4,78.1,80.1,79.9,84.0,82.0,77.9,79.5,2022-09-09/19:00,"[0, 0, 0, 1]"
1013.5,1013.4,1015.4,1014.1,1013.5,1013.2,1013.5,1014.02,68.0,68.0,66.0,66.9,67.6,4.0,3.1,1.8,1.8,4.5,67.9,69.02000000000001,68.24000000000001,69.1,69.8,68.1,70.0,68.9,69.8,70.0,69.4,70.9,2022-09-07/23:00,"[0, 1, 0, 0]"
1013.4,1013.4,1015.3,1014.1,1013.5,1013.2,1013.6,1014.0,68.0,68.0,66.9,66.9,67.8,3.1,3.1,1.8,5.9,3.8,68.08,68.93999999999998,69.26000000000002,69.58,69.8,70.41999999999999,70.0,70.2,72.0,70.0,69.4,70.3,2022-09-07/22:00,"[0, 1, 0, 0]"
1013.5,1013.3,1015.5,1014.0,1013.5,1013.3,1013.8,1013.9,68.0,68.0,66.9,66.9,68.5,3.1,4.1,1.8,5.9,4.0,68.08,69.7,69.25999999999999,69.58000000000001,69.8,70.7,70.0,69.6,72.0,71.1,68.9,70.2,2022-09-07/21:00,"[0, 0, 0, 0]"
1013.5,1013.4,1015.4,1014.1,1013.6,1013.3,1013.9,1014.0,68.0,68.0,66.9,68.0,67.8,5.0,3.1,1.8,5.0,6.3,69.08,69.20000000000002,69.58,69.52000000000001,69.8,71.4,72.0,69.6,72.0,71.1,69.3,70.3,2022-09-07/20:00,"[0, 0, 0, 0]"
1013.6,1014.0,1015.7,1014.6,1014.0,1013.7,1014.2,1014.3,68.0,68.0,68.0,68.0,68.4,4.0,3.1,1.8,7.0,7.0,69.25999999999999,70.18,69.24000000000001,69.88,69.8,72.06,72.0,70.0,72.0,71.1,70.0,71.6,2022-09-07/19:00,"[0, 0, 0, 0]"
1014.1,1014.4,1016.3,1014.9,1014.4,1014.1,1014.5,1014.7,69.8,68.0,66.9,66.9,68.0,5.0,4.1,0.0,9.0,8.1,68.4,68.0,68.4,70.5,69.8,71.92,72.0,70.9,73.9,71.1,69.4,71.2,2022-09-07/18:00,"[1, 1, 1, 0]"
1014.4,1014.5,1016.5,1015.1,1014.6,1014.2,1014.8,1014.9,68.0,66.2,68.0,68.0,67.8,3.1,3.1,1.8,9.0,8.5,67.86,69.34,69.47999999999999,69.86,69.8,72.74000000000001,71.1,70.7,73.9,71.1,70.7,72.7,2022-09-07/17:00,"[1, 0, 0, 0]"
1015.0,1015.0,1017.0,1015.7,1015.0,1014.7,1015.2,1015.4,69.8,68.0,69.1,66.9,68.4,2.9,5.0,0.0,8.1,5.8,68.6,69.91999999999999,69.54,69.68,69.8,71.78,72.0,72.0,73.0,72.0,69.4,71.4,2022-09-07/15:00,"[0, 0, 0, 0]"
1014.9,1014.8,1017.0,1015.7,1015.0,1014.7,1015.1,1015.4,69.8,66.2,68.0,66.0,67.3,3.1,5.9,0.0,8.1,4.7,68.36000000000001,70.1,69.47999999999999,69.68,69.8,71.74,71.1,71.4,73.0,72.0,70.9,71.2,2022-09-07/14:00,"[1, 0, 0, 0]"
1014.7,1014.6,1017.0,1015.4,1014.8,1014.4,1014.9,1015.2,69.8,68.0,68.0,66.9,67.3,1.1,5.0,1.8,7.0,5.0,68.5,69.97999999999999,69.35999999999999,69.58,71.6,71.84,69.1,70.7,73.0,72.0,70.5,71.2,2022-09-07/13:00,"[1, 0, 0, 0]"
1013.8,1013.8,1015.9,1014.7,1014.0,1013.6,1014.0,1014.2,68.0,68.0,68.0,66.9,67.5,0.0,5.0,1.8,7.0,4.5,67.62,70.46000000000001,69.62,69.22,69.8,72.02000000000001,68.0,70.5,73.0,72.0,70.7,71.4,2022-09-07/09:00,"[0, 0, 1, 0]"
1013.7,1013.7,1015.8,1014.5,1013.8,1013.4,1014.0,1014.1,69.8,68.0,68.0,66.9,67.8,1.1,5.0,1.8,6.1,5.4,68.84,70.18,69.58,69.58,71.6,72.24000000000001,69.1,70.2,73.0,72.0,70.9,71.8,2022-09-07/08:00,"[0, 0, 1, 0]"
1013.8,1014.0,1016.2,1014.7,1014.0,1013.7,1014.2,1014.5,69.8,68.0,68.0,66.9,67.1,1.1,5.0,1.8,6.1,4.0,68.42,70.35999999999999,69.68,69.47999999999999,71.6,71.28,69.1,70.2,73.0,72.0,70.7,72.0,2022-09-07/07:00,"[0, 0, 1, 0]"
